 94   10.32583   -3815.00   42260.01  0.0477003    11.3705    25.6240    91.5576     9.5178
 17   20.08288   -3845.00   42260.66  0.0081106     8.2732    56.3063   272.0286    45.9370
 18    0.52148   -7275.00   42252.96  0.0996132     2.2224    13.8162   242.1460   166.9770
 73   41.77603   -4825.00   42258.87  0.0573307    15.0011   237.5817   299.0621    72.5915
 10    3.60228   -6355.00   42249.90  0.0910398     6.5579   206.5880   286.8121   329.0498
 43    1.19297   -6805.00   42254.04  0.0968419     2.9097   190.7725    94.9870   262.8019
 59   21.86287   -5265.00   42249.48  0.0880908     4.3251   316.0099   304.2539   185.5599
 17    5.48302   -4245.00   42262.44  0.0081173     7.4312   149.5030   263.6830    48.1750
 87   41.95178   -4675.00   42249.59  0.0156207     5.7731    41.7601   330.3931    94.4830
 38   29.58894   -2475.00   42257.85  0.0323785    10.7641    38.4785   344.9492    62.5645
 75    1.15129   -2755.00   42252.66  0.0657940    13.2774   176.8038   147.0044    33.9104
 13    3.51189    -655.00   42261.13  0.0668886    11.2313    56.2240   193.6720    13.1984
 16    8.91454   -1875.00   42254.99  0.0611183     6.9922   351.2476   186.9594    78.1433
  3    0.32583   -1625.00   42257.09  0.0598406    10.7784   317.9634   253.4844    31.7172
  5    2.95855   -2255.00   42257.21  0.0109517    15.1652    13.3190   205.2010    35.0830
 84   18.68811   -3385.00   42258.24  0.0458633    12.4611   316.9694   104.0955    44.1648
 56    5.54754   -1475.00   42257.49  0.0610281    13.3835    34.6855   225.4346    33.3921
 40    1.96001   -1605.00   42259.01  0.0284447    11.9864    69.5251   136.0660    69.2380
 79   35.34107    -145.00   42257.64  0.0730582    17.0939    71.3120    91.0785    24.6088
 22    6.31303   -5115.00   42252.44  0.0118105     4.6830   156.2097     2.2256   120.4916
 82    0.45857   -7015.00   42256.97  0.0740264     9.0508   193.9788   333.9156   131.9719
 54   49.92149   -4375.00   42259.73  0.0215951     6.4773   206.3264   272.1378    64.3269
  3    0.80865   -1655.00   42254.22  0.0598016    10.7414   323.4472   252.5402    31.9398
 12    3.54370   -4095.00   42254.07  0.1090899     4.2051   309.5197   100.6948   148.1749
 62    0.35232   -6655.00   42251.07  0.0550727     2.7465   210.9166   112.6253    32.8220
  6    6.38699   -2925.00   42255.06  0.0555154     6.0555   310.2156   262.2169   352.5966
 23    3.00488    -295.00   42261.71  0.0565233    13.4689    71.1861   179.6975   345.2657
 35    3.90114   -3865.00   42253.78  0.0950897    10.8962   350.7664   124.2220   115.2806
 61    3.59610   -2835.00   42257.51  0.0566107    13.4337    91.3173   269.1043    27.2527
 94    3.12488     -25.00   42261.44  0.0454669    11.4183   108.3837   191.9671   339.4158
 44   25.21207   -5205.00   42254.85  0.0499477     2.1634   318.8224    94.4222   172.9911
 32    1.22774   -6365.00   42252.84  0.0092912     5.2070     3.9029    53.0006    17.5277
 21   28.83930   -2975.00   42252.72  0.0622000    12.7875    74.6179    30.7483    65.9680
 20   26.97975   -5885.00   42254.35  0.0385489     3.2041    48.6542   354.3468    97.8418
 63    2.38671   -1145.00   42255.86  0.0919364    16.7237   224.1588   314.1271     9.8450
 49   11.72943    -675.00   42253.80  0.0254839    15.9882    88.1392   115.6310     6.9453
 78    9.08166    -745.00   42249.77  0.0247605    22.3387   242.4632   103.7272    22.7042
 75   10.93161   -5655.00   42251.66  0.0679337     7.3849   202.3264    65.0007    59.8054
 20   37.71128    -225.00   42254.38  0.0361877    14.7620   329.9701   170.6153    23.9821
 35   19.14368   -2395.00   42259.12  0.0926562    14.3415    86.6317   173.8166    83.5506
 74    3.92026   -6885.00   42254.74  0.0045897     6.0136   176.2418   146.1119   309.2813
 58    0.54629   -6815.00   42255.86  0.0506107     2.3703    34.2989   299.0289   154.6104
 86    5.87073   -3075.00   42258.81  0.0493912    10.6415   348.5683    21.9262    25.9705
 62   15.86292   -5545.00   42251.01  0.0533262     4.2850    48.0876   117.7730    49.4498
 78    0.61648   -3735.00   42249.96  0.0256963    17.0711   173.8587    12.0098    65.5140
100   27.45244   -7295.00   42255.69  0.0051948     7.2954   280.1745   216.6401   147.8238
 93    0.41710   -7045.00   42250.77  0.0646763     7.1003   300.5596   356.5191   194.6881
 50    0.86603   -4365.00   42255.60  0.0232429    10.4953   260.8732    36.4909    59.3066
 32    0.60686   -4015.00   42251.21  0.0094018     7.3906     5.6314    81.9746    28.6339
 62    3.37213   -2765.00   42249.09  0.0568304     9.9348     4.1607   181.5689    38.7932
 27   25.28958   -1385.00   42259.25  0.0312007    18.5771    31.5675   137.8054     8.1963
 84    3.44638   -3725.00   42254.17  0.0457587    11.7536    23.0750    93.8098    47.8150
  6    2.41552   -2345.00   42250.98  0.0548138     6.1148   222.6230   269.7350   355.2898
 46    3.99278    -395.00   42252.11  0.0706839    10.2222   120.0013   263.3791    16.5377
 46    0.31969   -3575.00   42254.66  0.0697919     6.1386   239.6768   188.8256    35.2263
 99    1.54732   -6275.00   42257.05  0.0525739     1.4074   336.8375   338.0142    46.8128
 69    5.62520   -3185.00   42248.96  0.0685471    14.0605   234.4673   243.6854    39.4222
 69   29.46451   -2265.00   42251.77  0.0673356    15.6410   119.2733   271.7372    28.6210
 47    4.09291   -3635.00   42251.23  0.0287200     9.1982   196.0988   181.2541    64.2284
 16    0.40464   -6985.00   42252.42  0.0561805     7.3228   222.6862   252.2523   283.1214
 43    6.55965   -6085.00   42254.99  0.0965237     1.5393    64.1444   148.6217   224.1690
 59    2.07016   -2735.00   42254.17  0.0807935     8.4545   332.6756    85.0124    93.9089
 12    2.28283    -745.00   42258.85  0.1010448    11.2832     0.9395   239.8997    62.8976
 37   22.06480   -1865.00   42253.46  0.0751801     5.5367    87.3488   341.3022    78.6228
 69    4.92984   -6815.00   42248.88  0.0694774     6.1500   303.8519   146.2541    77.2611
 12   46.99963   -2715.00   42254.81  0.1083538     7.0227    38.3233   170.2027    98.3984
  6   35.06389   -4495.00   42256.50  0.0527255     6.5705   182.0054   242.9587   343.3251
 79    6.45703    -695.00   42254.30  0.0731457    16.6222   185.3110    74.7313    31.2111
 46    5.04944   -6975.00   42251.66  0.0670504     4.1936    34.1080   167.6846   349.5530
 98    7.61508    -615.00   42251.72  0.0234752    14.0751   173.0031   324.1571    25.3483
 41   13.64561   -6395.00   42251.67  0.0260409     8.4749    93.5248   204.1590   132.8636
 24    0.47061   -1125.00   42258.94  0.0306637    10.5359   348.0995   291.6756    77.5111
  3    9.12394   -2175.00   42259.44  0.0607254     9.9497    67.1095   238.4462    37.0475
 96    2.06402   -4785.00   42247.85  0.0464170     5.8130    72.6777   232.3370   112.9079
 59   18.25471   -2525.00   42248.85  0.0815919     8.9361   304.5868    93.4664    89.4695
 57   19.23105   -3555.00   42257.68  0.0419045    10.9005   312.2573   251.1155    63.5894
 31   42.09542   -4455.00   42251.98  0.0376206    12.1530   241.6512   246.7725    41.5640
 80    0.33144   -1625.00   42255.71  0.0630742    16.3784    39.0433   336.8555    26.8083
 56    4.74506   -6725.00   42255.35  0.0571706     1.6871   123.0048    77.7497    86.0858
 78   27.88318   -2935.00   42249.94  0.0248845    18.9777   100.2932    35.5961    53.5720
 49   18.36231   -3495.00   42250.90  0.0260300    12.7946   141.4844    33.9969    38.0284
 89    0.61055   -6055.00   42260.97  0.0884005     5.7605    77.1216   207.5240    32.7969
 19    0.44208   -3935.00   42258.49  0.0821819    14.1268    48.1763    97.5009    83.9170
 56   18.03721   -5095.00   42256.59  0.0567756     5.5136   117.0541   122.7514    74.7071
 76   15.37862   -6935.00   42252.55  0.0535290     1.3523   300.9935   290.5928   112.8594
 97   46.07743   -3905.00   42259.12  0.0454151     4.1002   218.3503   335.8067    41.6590
 18    0.35754    -325.00   42252.47  0.0987498    16.5039    97.6858   144.6321    23.7994
 17    0.90879   -5665.00   42258.43  0.0088115     4.6900   129.9242   238.0591    49.3321
 54    0.33247   -5005.00   42258.91  0.0220885     4.9237   324.4970   256.1887    68.8585
 32    6.16725   -5185.00   42256.23  0.0097038     5.9283   184.0870    64.4960    25.5556
 83    9.72359   -5665.00   42251.90  0.0893444     8.4043   233.4333    12.6910   123.4370
  1    0.33722    -935.00   42261.48  0.0972319     7.8395    11.2405   105.7646    59.0789
 89    2.55482    -385.00   42258.10  0.0843313    12.4372   316.9637   337.8033     4.4141
  5    0.57115   -2595.00   42258.05  0.0110756    14.5871    79.9511   196.4087    39.2773
 22    1.83707      -5.00   42256.13  0.0120141    15.2615   343.1538   185.6018    33.5006
 95   22.07193   -3215.00   42247.95  0.0785468    10.2583   149.7097   136.1489    74.6718
